                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     367                                     1673                  1.7000000000000000E+001                  2.0000000000000000E-002                  1.1113108339000516E+007                  4.4665614609989343E+003                  3.4715174075629711E+003                  1.1805575566771159E+005                  9.4985660920434395E+002                 -3.9303301159744870E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.9020049409693049E-001                  1.8032065319843918E-001                  1.0806946058395123E-005                  5.4328483212503897E-003                  2.0005066651870389E-002                  1.6137451450862162E+001                  0.0000000000000000E+000                  6.3521935559060951E+000                  1.9945986446876521E-004                  8.8190277088800411E+000                  6.3657090229123470E-001                  7.6230562378139716E-002                  9.3672724703756441E-002                  9.4520511015305689E-002                  6.1911557363492582E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.2933432834598184E+007                  5.4689706322128835E+001                  1.3669347470261271E+006                  1.1768403783321012E+005                  6.1016913797701825E+004                  5.3726780857118087E+004                  4.1609431175815153E+003                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.5070302771884269E+014                               "r23.05.1"                               "gfortran"                                 "10.2.0"                   "x86_64-linux-20.12.1"                                 "CRMATH"                               "20231026"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha                               sch_stable                            ledoux_stable                              mixing_type                                 brunt_N2                                  brunt_N                                   lamb_S 
                                       1                  1.6137451450862162E+001                  2.9776580489398836E+000                  3.5405193473444716E+000                 -8.8879689607227075E+000                  2.4567641308866754E+000                  7.0015578256648925E-001                  2.8007521859680101E-001                  1.9768998836709795E-002                  1.8988124703010338E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                                        7                  2.7437715504828061E-013                  5.2381022808673809E-007                  1.2756783044089739E-008 
                                       2                  1.6137451450849252E+001                  2.9776580489375104E+000                  3.5405193474232659E+000                 -8.8879689601716514E+000                  2.4567641315166218E+000                  7.0015578256648925E-001                  2.8007521859680101E-001                  1.9768998836709795E-002                  1.8988124727104290E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                                        7                  2.7437715493035133E-013                  5.2381022797416942E-007                  1.2756783044578815E-008 
                                       3                  1.6137451450815433E+001                  2.9776580489312861E+000                  3.5405193476745325E+000                 -8.8879689584143708E+000                  2.4567641335254722E+000                  7.0015578256648925E-001                  2.8007521859680101E-001                  1.9768998836709795E-002                  1.8988124803938395E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                                        7                  2.7437715557438434E-013                  5.2381022858892741E-007                  1.2756783046958810E-008 
                                       4                  1.6137451450700237E+001                  2.9776580489100910E+000                  3.5405193484559572E+000                 -8.8879689529493451E+000                  2.4567641397728672E+000                  7.0015578256648925E-001                  2.8007521859680101E-001                  1.9768998836709795E-002                  1.8988125042887325E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                                        7                  2.7437715724967979E-013                  5.2381023018807087E-007                  1.2756783055065390E-008 
                                       5                  1.6137451450352000E+001                  2.9776580488460165E+000                  3.5405193510310031E+000                 -8.8879689349403197E+000                  2.4567641603600512E+000                  7.0015578256648936E-001                  2.8007521859680101E-001                  1.9768998836709573E-002                  1.8988125830301254E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                                        7                  2.7437715347188969E-013                  5.2381022658200333E-007                  1.2756783079571216E-008 
                                       6                  1.6137451449173078E+001                  2.9776580486290998E+000                  3.5405193584487389E+000                 -8.8879688830631132E+000                  2.4567642196639596E+000                  7.0015578256648925E-001                  2.8007521859680112E-001                  1.9768998836709573E-002                  1.8988128098543876E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                                        7                  2.7437712961299563E-013                  5.2381020380763451E-007                  1.2756783162533908E-008 
                                       7                  1.6137451445952831E+001                  2.9776580480365862E+000                  3.5405193768358183E+000                 -8.8879687544699895E+000                  2.4567643666663854E+000                  7.0015578256648869E-001                  2.8007521859680157E-001                  1.9768998836709795E-002                  1.8988133721060547E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                                        7                  2.7437706698075802E-013                  5.2381014402239102E-007                  1.2756783389147475E-008 
                                       8                  1.6137451438268418E+001                  2.9776580466226816E+000                  3.5405194110064380E+000                 -8.8879685154923198E+000                  2.4567646398559737E+000                  7.0015578256648658E-001                  2.8007521859680373E-001                  1.9768998836709684E-002                  1.8988144169959060E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                                        7                  2.7437692423570332E-013                  5.2381000776589148E-007                  1.2756783929911511E-008 
                                       9                  1.6137451425687583E+001                  2.9776580443078577E+000                  3.5405194620262423E+000                 -8.8879681586778840E+000                  2.4567650477518801E+000                  7.0015578256648003E-001                  2.8007521859681023E-001                  1.9768998836709795E-002                  1.8988159771083343E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                                        7                  2.7437669280645930E-013                  5.2380978685631611E-007                  1.2756784815244949E-008 
