                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                      58                                     1209                  1.5000000000000000E+001                  2.0000000000000000E-002                  9.8299429613484299E+003                  3.9022104417852233E+002                  1.4904578267261952E+004                  8.5443981102533129E+004                  4.3838381787792812E+001                 -4.4632488666258370E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.7998572466880318E-001                  3.3612330666662120E-003                  1.1105350878853461E-003                  9.3802566141582434E-003                  2.0850287333972549E-003                  1.4995757292948799E+001                 -5.5912955990768563E-007                  5.9024644036650722E+000                  2.4462635553164401E-004                  8.7924591779036483E+000                  4.7553345641191756E-002                  2.0082288107499256E-002                  1.4054590182346460E-001                  3.1266520471579295E-002                  5.8949549471331295E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.5016125043540820E+005                  1.4137796424082628E+003                  1.7550396294098033E+006                  4.7053103733875258E+004                  4.7053057824957621E+004                  3.6871178521703907E-002                  3.2814100095913350E+003                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.1020940799704919E+011                               "r23.05.1"                               "gfortran"                                 "10.2.0"                   "x86_64-linux-20.12.1"                                 "CRMATH"                               "20230620"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha                               sch_stable                            ledoux_stable                              mixing_type                                 brunt_N2                                  brunt_N                                   lamb_S 
                                       1                  1.4995757292948799E+001                  1.6418545146003343E+000                  4.1733236562507852E+000                 -1.0333446537899931E+001                  2.3257574018809768E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  6.8043511290512391E-030                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                                        0                  4.5448359079030922E-009                  6.7415398151335514E-005                  1.1298078354836405E-006 
                                       2                  1.4995757292942802E+001                  1.6418542014692332E+000                  4.1733358877979825E+000                 -1.0333362151461113E+001                  2.3258264877506702E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  6.8056733989838700E-030                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                                        0                  4.5444281396044920E-009                  6.7412373787046628E-005                  1.1298056781785501E-006 
                                       3                  1.4995757292930291E+001                  1.6418535485553480E+000                  4.1733524212920798E+000                 -1.0333248114632935E+001                  2.3259198617672427E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  6.8074606757320466E-030                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                                        0                  4.5427006198405559E-009                  6.7399559492926621E-005                  1.1297949949723125E-006 
                                       4                  1.4995757292917782E+001                  1.6418528958099410E+000                  4.1733808889592527E+000                 -1.0333051852689101E+001                  2.3260806036851118E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  6.8105377496235752E-030                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                                        0                  4.5409744534757187E-009                  6.7386752804061704E-005                  1.1297843500101957E-006 
                                       5                  1.4995757292887209E+001                  1.6418513012375009E+000                  4.1734481335089439E+000                 -1.0332588686065220E+001                  2.3264601476365079E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  6.8178049781973578E-030                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                                        4                  4.5367619435604566E-009                  6.7355489335023437E-005                  1.1297585161267837E-006 
                                       6                  1.4995757292815993E+001                  1.6418475907932437E+000                  4.1735732858952046E+000                 -1.0331728206056029E+001                  2.3271660010190636E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  6.8313267695211459E-030                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                                        4                  4.5269797398259952E-009                  6.7282833916430684E-005                  1.1296991758911414E-006 
                                       7                  1.4995757292697679E+001                  1.6418414383843420E+000                  4.1737514733760683E+000                 -1.0330506474437444E+001                  2.3281697952873732E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  6.8505714385338767E-030                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                                        4                  4.5108156691660641E-009                  6.7162606182056867E-005                  1.1296029142302483E-006 
                                       8                  1.4995757292545949E+001                  1.6418335700559508E+000                  4.1739679048828817E+000                 -1.0329027859622613E+001                  2.3293871782605717E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  6.8739350480382473E-030                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                                        4                  4.4902440303109210E-009                  6.7009283165177350E-005                  1.1294836010306262E-006 
                                       9                  1.4995757292369360E+001                  1.6418244432309426E+000                  4.1742518745929180E+000                 -1.0327096853689918E+001                  2.3309812947307558E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  6.9045669151333270E-030                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                                        4                  4.4665326768882365E-009                  6.6832123091281755E-005                  1.1293509133606083E-006 
